target,hypothesis_value,hypothesis_abs_residual,max_d,fields_evaluated,max_exponent,max_abs_torsion_coeff,total_expressions,strictly_better_than_hypothesis,better_or_equal_to_hypothesis,hypothesis_rank,exhaustive_fraction_better_or_equal,monte_carlo_seed,monte_carlo_samples,monte_carlo_better_or_equal,monte_carlo_fraction_better_or_equal
137.035999177,137.03599916476563934505723564140907572836137437744,1.223436065494276435859092427163862562256E-8,120,74,8,3,795648,0,1,1,1.256837194337194337E-6,20260429,50000,0,0.000000000000000000E+0
